,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110
56,0,0,8,201,1461,1524,0,8838,145,0,27,5999,0,0,33,0,36,100,17,0,13,0,0,0,41,0,0,22,116,1205,0,0,23,8,167,60513,442,67,666,0,0,206,0,1865,426,32,2,204,168,102,0,3117,0,1930,1033,0,6,576,451,15382,30,87,447,0,0,109,75,10835,3,0,99,308,0,6495,800,6250,0,43,0,81,0,0,117,21,17,48,18,208157,209,0,21,0,10,85,0,0,286,392,0,358,1177,0,0,2412,219,0,662,23646,0,702
57,0,0,0,162,211,1998,0,4945,0,0,0,8632,0,0,15,0,110,0,57,0,0,0,0,0,0,70,0,29,9,2431,5,11,0,0,580,75513,167,40,0,46,0,112,0,3525,573,0,24,0,588,6,503,2084,19,7664,698,19,0,1109,194,24719,432,113,84,0,0,0,129,23721,8,0,173,0,166,4910,0,5423,6,46,0,0,0,105,43,0,26,29,0,185556,169,0,306,0,1,32,0,0,262,198,0,279,150,0,0,168,62,190,0,13642,540,32
58,0,0,0,0,4488,222,0,182,5341,678,147,277,0,0,604,0,350,41,2031,7491,153,0,0,0,294,3090,0,61,54,0,12261,68,425,222,36,1009,343,1000,51,102,26,6199,0,2162,107,0,1088,210,1845,1710,95,240,0,47,3286,99,0,0,917,10973,6821,207,2332,77,8285,0,173,0,188,209,1310,0,150,10,9951,182,0,0,0,0,0,67,107,76,94,319,231,2387,0,0,7886,0,0,17114,24,11,0,1050,160,364,0,0,56,5051,92,720,236,116,25,10008
59,2689,0,0,33,147,698,0,1988,0,35,20,4705,0,0,183,0,120,0,446,238,0,0,0,0,0,989,0,365,5,0,565,0,34,77,91,24733,75,1557,155,0,0,2707,0,52,4798,0,0,25,0,0,75,1230,0,79,201,753,74,1616,63,7135,39,55,0,0,0,0,70,1243,20,71,5362,0,0,1087,0,7687,2,753,0,0,0,703,272,0,543,63,30,18474,155,0,23,0,0,110,0,0,648,1727,0,369,13,0,0,409,0,0,0,7,140,19
60,0,0,0,0,0,4557,0,2839,326,237,0,9733,0,0,814,0,1984,0,19113,0,0,0,0,0,0,0,59,852,0,0,11395,2832,241,30,143,3501,334,14294,740,78,0,3075,0,354,3766,0,326,256,0,203,0,8762,0,192,160,6009,0,0,287,0,382,915,327,0,1778,0,72,1760,218,210,47307,231,0,545,0,756,0,0,0,2242,484,0,0,0,673,165,349,2274,0,0,276,0,254,1139,0,0,0,8353,0,17004,0,0,0,238,22770,0,0,793,2617,1666
61,0,30,4312,0,629,1144,0,1188,76,0,0,2544,0,0,235,0,623,226,208,0,0,0,0,0,0,0,3,746,22,124,564,0,9,12,90,17873,36,2036,214,25,162,902,13,52,1875,79,23,0,112,72,144,639,0,570,242,1443,0,1698,27,6732,12,59,0,0,0,0,30,1347,21,116,7663,51,0,13,61,7139,8,1352,7,0,0,1360,526,0,1448,130,22,17077,392,0,544,0,28,108,0,0,95,3595,0,2464,370,0,0,96,13610,0,100,643,10,96
62,0,0,0,0,6098,126,0,691,7752,258,43,212,19,0,140,1175,952,43,199,2233,17,0,0,0,106,4041,59,0,0,0,4021,52,135,208,0,284,98,1877,32,296,0,8755,0,428,48,569,1134,237,0,2008,44,167,0,0,11150,302,517,104,1297,0,5918,77,0,0,5381,0,22,0,0,885,731,303,428,0,3664,517,196,0,0,0,862,774,0,0,81,9,0,4189,0,0,6802,0,9,9586,0,42,951,887,0,328,142,0,0,5654,457,302,0,237,15,24755
63,0,38,0,0,0,10129,0,21986,875,0,69,10432,0,0,13,435,1886,305,285,0,0,0,0,0,0,1242,0,105,0,3234,0,0,252,18,964,6382,1994,195,0,1582,0,1601,0,1885,1117,304,79,915,105,528,0,6504,0,39839,6657,283,92,1645,56,17391,1863,3339,1502,0,147,0,454,29615,152,61,1343,99,716,0,2639,227,0,73,0,1229,0,0,41,32,152,55,173,11367,0,0,0,0,0,312,0,0,4867,5211,0,4667,0,0,0,4213,282,0,6293,5085,2671,16853
64,0,0,0,629,0,0,0,2123,14240,0,80,1767,0,0,1283,0,1131,0,608,762,0,0,0,0,0,0,0,217,0,0,0,0,19,95,462,3458,250,59,0,0,0,0,0,1445,1567,0,0,503,3014,0,0,0,0,0,17760,50,522,1766,1252,0,3957,544,0,0,1244,0,141,0,458,2133,2313,0,0,10,3356,2466,0,0,0,651,0,5011,0,85,292,571,0,5273,0,0,2702,0,0,27124,0,0,0,1709,0,767,0,0,0,10476,0,0,639,1205,7,9495
65,0,0,0,995,0,1613,0,32960,881,665,0,43400,0,0,88,0,3298,571,394,0,0,0,0,0,0,0,197,72,266,0,49,0,1018,80,1410,7064,2092,43,0,0,0,855,0,8793,310,0,287,0,0,487,0,7242,0,9686,5050,0,0,1865,2589,21529,420,1509,4066,0,0,0,655,11071,220,0,1010,0,0,0,0,799,0,237,0,0,1141,0,190,0,437,0,54,25077,0,0,301,0,16,768,0,203,0,2432,0,529,0,0,0,24298,2305,0,0,5212,909,21826
66,0,8,1815,104,1495,1763,0,1589,26,0,0,6549,0,0,48,0,154,223,903,0,183,0,0,0,122,0,0,1113,14,1429,412,0,141,96,15,14539,29,2441,447,0,0,1150,8,26,13161,0,29,4,0,20,141,1169,0,219,84,2176,0,3368,128,7975,43,251,0,0,0,0,22,1467,2,286,6459,99,0,0,0,7221,5,549,0,0,0,0,146,0,722,26,43,19090,82,7,56,0,0,45,0,1327,68,1295,0,25,40,0,245,430,2122,0,0,122,0,0
67,0,0,0,0,2290,0,0,1754,14077,0,0,1358,0,0,895,2816,1211,661,1450,1012,0,0,0,0,0,0,0,0,0,0,2730,0,106,134,534,1679,497,521,77,0,0,20453,0,4356,1872,0,183,497,0,0,0,532,0,639,9599,0,0,0,3889,0,2839,445,0,0,3105,0,197,3877,541,1383,2652,0,0,153,0,265,0,0,0,0,15500,0,1107,0,67,0,0,6664,0,0,5648,0,0,28910,0,0,0,602,0,0,0,0,0,18053,996,0,0,0,291,4544
68,0,0,0,0,318,1291,0,27788,940,0,0,31806,0,0,194,19909,1349,548,124,0,0,0,0,0,0,1938,63,0,0,2023,255,0,1039,467,3788,11135,1191,140,3022,1740,0,1630,0,19643,242,0,104,842,329,0,0,0,0,25384,13399,287,227,0,1355,11384,4260,3426,1300,0,148,0,33,0,18,0,136,572,0,928,97,1766,0,87,0,0,0,1616,267,0,426,0,0,8352,118,127,773,0,15,1036,706,0,0,1524,0,1404,0,0,0,6583,308,1132,2017,17710,4795,12242
69,0,52,0,580,6019,0,0,842,9282,289,0,788,0,0,962,513,648,263,1471,7131,100,126,0,0,207,4069,233,0,39,0,7039,45,343,629,29,611,313,991,0,278,0,10868,1553,1520,0,177,29,523,657,4248,150,131,0,145,2589,325,976,708,2176,10313,8636,159,0,0,4817,0,34,0,26,729,1634,127,0,9,14174,778,643,687,0,381,0,1550,210,27,19,132,2077,1363,0,0,15331,0,0,6009,33,0,398,469,0,433,0,0,0,9442,482,659,143,57,132,8759
70,0,0,0,0,988,0,0,1359,24,0,0,5948,0,0,121,0,2747,0,18354,19447,157,272,0,0,587,468,0,377,14,0,9970,625,1886,1376,771,473,16,2352,307,60,0,2445,17,170,0,0,1636,7,0,0,1114,3376,126,366,118,0,0,2193,263,0,415,989,0,2492,1115,0,116,0,0,0,21646,52,0,1401,638,967,0,0,0,232,357,1383,403,1037,338,81,174,511,389,61,804,0,0,1028,59,0,0,9532,0,2120,93,0,0,381,11737,0,520,38,490,7441
71,0,0,0,0,0,0,0,835,6631,266,99,959,0,0,1170,0,990,50,535,17430,70,0,0,0,227,4839,0,59,255,0,9164,58,210,276,155,701,195,2488,128,0,0,8147,0,2990,314,0,928,210,448,4396,235,420,0,115,11448,199,0,624,1467,0,12021,347,1210,0,3799,0,88,495,558,69,1681,987,115,52,1677,333,0,94,0,0,0,0,372,0,60,252,1418,2164,0,0,15891,0,43,24416,49,0,0,1204,0,13,0,0,230,1465,152,2609,116,0,227,7937
72,0,131,0,3557,1989,3602,0,4002,1275,284,0,16275,389,0,57,869,563,897,246,9756,489,26,0,0,745,145,0,0,357,0,616,0,2945,707,501,2636,1063,133,118,0,0,282,0,9391,46,0,0,601,0,973,0,22925,0,3083,1701,225,0,75,1483,18522,4087,1034,0,0,228,0,883,10329,37,143,861,641,0,0,2560,477,142,0,0,837,0,1533,0,142,72,0,121,9359,0,0,1340,0,16,940,965,0,179,1163,0,1845,0,0,1224,7754,0,3172,2832,9499,703,26109
73,0,0,0,0,2439,0,0,3655,660,97,0,5780,646,0,186,0,2101,0,4255,3996,0,0,0,0,0,1497,0,0,24,0,6975,0,691,131,0,1958,117,9573,0,0,0,7877,68,729,3031,1652,603,85,0,0,0,5834,0,0,791,0,0,3484,287,6175,279,805,0,0,50,0,469,678,0,0,41427,0,38,150,526,1047,4,0,0,0,0,0,190,0,2900,69,163,1771,0,0,825,0,241,244,90,0,402,23299,34,8831,0,0,0,1675,6662,0,1282,133,2721,6078
74,0,20,0,120,0,2065,0,2783,49,13,0,792,0,0,12,0,603,13,212,0,0,0,0,0,0,0,0,352,1,1864,26,127,0,48,184,24363,57,873,116,106,79,861,2,55,12400,0,10,0,0,0,0,0,0,22,0,1249,12,3756,137,8787,36,36,0,0,51,0,76,1669,1,0,2851,58,26,1291,98,6757,0,278,24,0,10,0,390,0,304,55,44,14589,64,0,185,0,0,10,0,0,0,1654,0,1047,27,0,0,107,1995,0,108,1149,57,0
75,1872,29,0,518,0,275,0,1193,10070,1231,103,917,0,0,355,767,766,0,520,1519,0,0,0,0,234,0,0,323,98,0,1708,0,86,220,170,1927,494,833,370,1119,0,20406,1015,2861,933,0,203,0,0,4891,113,177,76,375,4417,0,0,1856,2949,60621,1554,214,7117,0,707,611,301,5884,224,0,1224,649,0,16,0,1270,0,0,164,1549,0,0,665,7,165,0,1503,4969,0,0,5688,0,0,14308,0,0,958,1807,0,0,0,0,0,4101,1948,1658,0,657,284,6750
76,0,0,0,0,0,7772,0,20667,1318,294,0,31272,0,0,121,0,800,0,601,647,0,0,0,0,0,0,0,88,183,0,117,0,3336,1378,856,11020,795,176,4193,0,0,444,219,1246,657,0,715,4172,460,0,2814,12470,0,0,2883,239,0,3269,2013,13283,3781,1063,0,0,523,0,789,17938,88,0,324,0,0,0,537,3358,117,0,0,3083,666,7733,0,0,785,0,22,15000,0,0,368,0,56,618,0,0,0,3386,0,0,0,0,0,9582,407,1074,0,1311,8192,17064
77,356,99,0,1503,9124,911,0,1318,10795,270,64,2148,169,0,195,4095,1222,0,1337,3803,0,0,0,0,0,8867,0,71,138,0,2497,0,155,68,54,1939,394,0,122,294,0,8456,654,508,527,0,466,0,0,4762,118,0,0,250,0,481,317,2310,584,0,6878,0,0,0,0,0,111,3352,0,915,1312,0,0,77,2534,615,144,0,0,649,0,427,442,0,176,0,928,3785,0,0,6901,825,9,8121,0,278,0,528,0,310,69,0,0,2726,413,0,920,359,191,15692
78,0,0,0,274,347,0,0,668,0,264,0,267,0,0,648,556,1295,0,420,4785,58,0,0,0,324,9315,0,324,66,0,1154,58,165,225,119,474,177,554,18,0,0,6619,0,2326,557,0,629,773,231,1231,54,209,0,107,17679,116,169,422,1827,19963,3221,64,0,0,0,0,185,3145,965,0,1662,282,0,62,5069,0,0,0,0,0,339,1788,0,0,61,0,0,1135,0,0,14129,0,0,36096,41,0,0,601,0,313,0,0,0,598,449,0,282,13,108,21666
79,292,0,0,13,0,242,0,3260,7908,734,0,850,0,0,415,0,1198,0,1496,0,7,432,0,0,0,0,0,0,167,0,4262,117,65,77,17,1337,639,1306,165,0,0,1634,0,840,239,0,0,0,870,0,0,254,0,286,7818,123,1047,927,641,0,19689,98,0,0,12236,0,73,1302,477,1130,1016,0,127,41,4516,1215,122,0,305,0,0,0,0,0,46,576,0,7195,0,0,4522,0,39,10880,0,0,0,1290,0,0,0,0,0,917,877,0,0,306,279,12493
80,1533,0,0,0,0,0,0,1183,10237,209,0,563,42,0,303,1529,1109,172,648,5157,0,58,0,0,127,2789,61,17,130,0,4353,23,159,172,0,143,89,1256,118,0,0,8028,89,1577,150,0,0,469,55,2904,219,204,0,116,7548,49,210,210,718,0,5359,395,382,0,11368,0,177,0,0,0,1116,0,0,0,5308,147,378,159,181,0,0,0,520,0,184,0,3090,1999,31,0,5823,0,1,9381,0,0,1008,638,51,486,0,0,0,1002,938,670,2351,422,0,15389
81,470,72,0,5,1981,2136,0,1766,49,7,33,2378,0,0,43,176,684,0,266,0,0,23,0,0,0,0,3,500,3,413,208,0,20,9,103,19928,63,1162,111,45,197,1144,0,57,22254,405,0,20,29,170,0,488,0,167,38,1117,0,3534,81,10067,4,0,301,0,0,0,0,1350,3,0,4365,18,6,1122,35,14358,0,239,0,0,0,0,367,0,397,109,6,14298,138,5,100,0,30,35,31,0,27,757,0,391,90,0,0,358,3177,288,0,458,0,0
82,0,0,396,832,0,620,0,1745,353,0,2,238,8,0,333,0,51,0,128,100,29,0,0,0,0,0,0,280,27,1290,32,0,2,13,14,21314,84,194,2,0,2,1520,123,57,2264,86,0,34,173,1200,0,33,0,210,629,18,63,524,423,57810,0,9,0,0,0,0,25,4840,0,198,189,129,0,4,0,8758,13,608,0,0,99,70,680,0,5,218,209,51315,49,0,168,0,0,951,3,0,0,77,0,59,112,0,0,444,119,556,0,646,0,171
83,1340,0,0,0,434,918,0,4279,459,52,211,11553,0,0,608,857,4186,1482,3743,0,2281,26,0,0,0,5700,33,558,0,0,3809,3684,339,1175,502,935,175,12292,1736,132,149,3462,34,278,4843,0,807,96,0,207,0,13756,19,0,316,7231,0,509,482,1802,304,1640,0,0,0,0,38,942,57,0,22104,278,0,374,632,312,13,0,0,1072,0,3817,311,0,1475,182,0,1246,0,0,918,0,0,427,135,0,1511,13109,24,8638,154,0,0,1782,863,759,0,730,3823,6137
84,0,0,0,0,451,1989,0,1860,579,0,0,6675,0,0,286,0,2830,0,2150,0,0,0,0,0,0,5965,0,1135,117,0,4202,1646,339,432,785,999,355,5106,595,0,0,3655,28,385,4134,0,249,48,0,286,0,516,178,0,1094,3868,0,0,1426,0,0,4107,0,2261,0,0,83,0,18,0,45024,65,0,0,1190,1832,0,408,0,0,0,0,177,680,11042,596,38,2730,0,0,0,0,0,516,50,0,0,16861,0,17746,0,0,0,33,12286,0,804,442,3023,6596
85,0,27,0,115,1042,1695,0,1504,6,0,25,1476,0,0,69,0,893,64,124,0,0,0,0,0,368,0,0,182,5,676,147,0,0,32,109,19147,70,592,60,12,0,573,0,57,23174,51,12,24,20,153,84,164,0,208,226,618,0,3003,8,8086,75,0,0,0,0,0,54,971,10,45,4196,22,55,522,13,15054,0,125,0,0,0,239,350,0,739,135,20,14801,50,0,237,0,13,7,6,0,272,205,0,0,209,0,0,313,2332,170,0,732,0,48
86,0,0,0,0,0,2809,0,4064,1188,129,0,19724,0,0,42,746,1101,0,393,2875,0,0,0,0,0,2108,0,0,13,7618,168,35,645,260,2298,16295,2233,108,0,132,38,419,0,9477,120,7,548,1252,560,0,0,9106,133,13081,1752,236,0,303,1538,0,415,1492,3687,0,60,598,141,7125,116,0,452,285,0,1534,1638,1119,29,0,0,3404,0,3661,89,0,395,59,545,31934,0,0,513,0,0,379,0,20,1305,1937,75,2285,0,0,0,8695,240,1448,0,9914,3673,33020
87,0,0,29,0,1197,2986,21,8617,36,146,7,3703,0,20,3,0,209,0,10,0,0,91,0,0,87,0,68,79,24,1029,7,0,0,19,247,59980,139,21,301,0,0,202,0,0,1647,0,5,0,0,41,863,1059,0,149,609,86,0,1223,61,10751,0,0,113,0,0,0,0,29484,0,0,111,0,0,491,0,10729,0,26,0,0,0,291,129,13,98,70,24,161972,270,0,171,0,0,40,0,0,152,165,0,0,0,0,0,2290,78,595,0,29185,55,722
88,0,0,0,0,0,0,0,1981,13000,106,118,251,0,0,1446,2412,216,161,2539,0,0,0,74,0,0,2467,0,0,0,0,0,0,80,87,444,3388,244,2251,31,771,4,19935,0,5228,1683,0,264,0,1260,1022,0,97,0,18,2848,397,287,2825,1622,35962,3748,369,0,0,4190,0,407,12634,618,1271,880,0,0,15,2393,1108,109,380,101,0,0,1560,923,0,49,0,1330,7252,70,0,6727,352,32,8496,0,0,0,326,0,0,0,0,0,2366,627,2259,0,278,175,11151
89,0,0,0,298,1504,0,0,6428,1025,0,0,50985,245,0,94,573,910,0,1054,1126,0,358,0,0,0,0,0,0,0,0,0,0,732,0,3118,8726,1746,77,0,0,0,499,0,35648,245,0,222,433,1740,0,0,7036,64,20723,5928,70,51,1456,1531,0,1338,0,0,0,573,0,884,7362,39,0,2134,858,455,0,2563,2573,0,47,2018,8122,921,0,0,0,479,0,0,38767,0,0,411,0,100,446,475,0,0,904,0,6888,1189,0,0,27764,73,3725,0,0,313,12826
90,0,1,0,0,1604,65,0,612,1737,118,0,192,0,0,482,0,259,63,17,0,0,0,0,0,0,1396,0,144,0,5118,458,0,0,14,36,15009,120,642,0,148,0,0,125,578,2313,108,0,15,0,170,44,3,0,222,3243,16,0,2429,459,78514,53,36,0,0,0,0,6,7628,59,0,353,0,241,100,124,4690,0,84,0,0,0,0,140,0,16,293,0,61438,64,0,1309,0,0,124,17,211,0,166,0,36,42,0,0,1660,65,71,0,1013,7,206
91,2726,10,0,0,55,0,0,695,6796,242,73,647,0,0,913,332,1866,0,710,29749,48,0,0,0,35,2778,0,78,76,0,10824,0,170,288,52,755,119,1522,13,734,0,20216,725,1796,162,149,1164,485,174,4135,116,286,0,196,6100,631,0,1306,2224,0,3193,0,2701,0,7506,0,307,3113,370,0,1162,0,0,0,7206,25,0,179,0,0,0,790,551,17,94,186,628,3819,25,6,14918,0,0,27797,0,0,0,187,0,0,0,0,0,6534,524,0,603,103,128,9378
92,0,0,0,164,490,0,0,1434,220,152,0,5528,0,0,0,5293,1654,2546,8659,0,0,0,0,0,0,0,0,573,16,0,2367,0,305,2454,1825,1636,78,12197,0,0,0,13263,0,115,24102,0,825,0,0,0,783,0,46,0,1808,4749,99,3207,1017,2998,955,5820,0,0,0,0,148,1558,273,1843,47351,159,0,0,62,2523,0,229,0,0,0,0,1627,0,6379,618,92,3353,0,0,937,0,1481,455,0,0,0,20081,0,4098,0,0,0,822,4060,0,1071,383,2272,3553
93,0,0,1951,0,1168,2592,32,2098,69,0,0,2171,0,0,0,0,210,0,410,0,0,0,0,0,28,0,0,255,15,1729,6,0,0,119,140,19164,50,773,39,24,0,626,4,50,18177,0,69,13,0,0,0,408,0,173,57,683,39,1750,194,4547,18,0,0,0,8,0,16,1346,0,0,5004,0,5,381,39,12897,11,707,2,35,0,0,597,0,674,136,36,15533,95,0,0,0,0,43,0,0,125,1393,0,207,18,0,0,187,0,656,102,1140,0,48
94,0,171,9,141,17,4098,0,10392,231,0,2,6868,0,0,5,0,166,0,40,454,32,0,0,0,0,0,0,37,15,144,2,0,0,42,265,68875,499,5,0,6,0,123,0,1612,1209,0,8,29,0,42,363,850,0,540,672,54,0,1299,47,35004,96,0,0,0,0,0,51,15206,2,0,50,0,108,1877,115,12898,0,27,411,0,90,229,131,0,51,30,23,145261,217,0,0,0,0,30,0,0,125,428,0,78,94,0,0,1014,198,0,236,19409,131,175
95,0,33,0,0,2148,6287,0,2093,424,322,224,3855,184,0,500,742,3057,0,1331,24942,1024,0,0,0,3186,4052,4,669,26,0,8770,3123,1778,692,560,778,132,447,0,32,225,3891,64,261,1135,281,855,53,0,0,567,1802,0,0,357,0,42,782,652,1029,666,510,1629,0,1204,0,128,0,144,503,21715,73,0,197,999,466,84,0,0,147,76,351,125,0,5390,55,54,211,165,0,2147,0,297,1092,99,0,414,12892,0,9267,0,0,0,421,11707,129,631,5,0,5977
96,141,101,0,0,0,0,0,7056,825,450,57,15243,125,0,52,4543,1146,0,259,16496,169,0,0,0,684,935,217,6,108,0,388,40,3577,863,199,3200,1446,98,917,0,0,796,256,17078,62,14,741,356,160,359,1483,12367,36,2705,5712,154,67,449,1699,0,1287,90,654,0,364,0,427,4073,0,56,520,66,0,0,5125,283,0,13,0,0,62,374,0,0,254,43,74,4394,0,0,1119,0,16,439,0,0,232,599,25,8261,0,0,0,11440,463,127,1747,11103,1297,36079
97,0,0,0,0,2317,467,0,2318,4188,425,18,511,0,0,1291,0,716,121,689,1975,140,0,0,0,0,0,24,33,93,0,439,0,45,143,70,4040,246,2332,35,0,0,2473,1609,1844,1594,0,231,493,0,380,0,272,0,469,3353,502,0,642,1558,0,1913,495,0,0,11252,0,85,7878,0,0,353,1899,0,7,1289,2639,64,554,0,0,0,2201,946,18,365,0,0,15026,0,10,0,0,74,1677,0,0,0,223,0,1156,206,0,0,8057,366,1068,305,154,245,12594
98,0,0,0,396,0,306,0,1586,0,55,3,369,0,0,538,0,202,0,44,0,0,0,0,0,0,691,0,165,3,1660,255,0,0,3,17,20104,46,306,20,0,2,1145,0,366,1596,0,4,115,316,196,9,36,0,35,1816,19,0,2670,0,59411,245,19,0,0,0,0,46,6917,0,225,109,136,0,118,305,4797,30,651,14,29,1383,64,457,13,6,124,226,56664,64,0,2405,0,0,547,0,0,28,214,0,19,0,0,0,56,344,0,20,1645,43,41
99,0,0,0,2460,576,0,0,6400,967,777,0,27371,0,0,14,0,1845,186,90,11905,153,0,0,0,867,54,0,8,387,0,1325,147,3754,1022,844,4511,1168,11,410,254,74,160,933,3242,33,24,719,2739,141,790,0,11617,0,13786,2527,224,0,0,1751,0,3260,344,1638,0,311,0,122,14358,36,0,813,312,0,674,6935,786,27,0,0,1697,43,1001,0,170,398,122,54,4796,0,0,150,0,37,653,0,0,533,2213,0,2053,179,0,0,5361,888,1383,3760,8063,1433,23234
100,0,7,156,677,3303,435,7,1165,0,0,0,424,0,0,18,0,104,0,27,0,11,0,0,0,0,0,0,232,5,1916,26,0,2,29,17,13875,48,179,8,25,0,0,0,271,2189,0,0,112,0,58,13,1,0,137,1412,30,0,1294,215,149644,0,33,0,0,0,0,37,6087,87,89,91,220,0,6,0,7041,0,417,0,0,0,41,602,0,0,140,0,53972,8,0,843,0,0,517,9,0,93,70,0,0,0,0,0,863,214,583,0,567,6,0
101,1936,4,0,0,4961,451,5,236,0,752,63,1280,9,0,508,0,1414,311,1167,16379,28,51,0,0,63,11571,0,0,86,0,11176,7,217,265,12,70,262,911,76,0,0,14769,142,1664,171,0,1190,88,1406,2889,232,185,0,48,5557,163,0,0,278,2858,5763,87,3069,0,6291,0,115,378,0,816,1191,0,0,0,3486,399,25,437,55,0,0,159,66,69,179,75,2023,1126,90,0,7251,0,1,32811,50,307,0,453,0,19,343,0,1081,0,668,543,186,0,107,12957
102,1159,0,515,0,402,2993,0,2669,43,0,37,1511,0,0,34,0,141,0,82,0,0,9,0,0,0,228,0,624,0,1011,0,280,0,101,80,12466,67,2941,112,51,0,1577,0,77,26308,0,0,0,144,0,0,347,9,31,266,956,0,4923,120,6568,10,25,0,0,9,0,9,1061,35,0,4815,0,0,425,36,17886,3,240,0,0,0,686,1000,0,926,32,35,19131,117,7,214,0,0,15,0,0,427,2176,0,0,129,0,0,125,2925,219,35,973,0,90
103,705,0,0,951,1248,9678,0,14738,1230,161,31,8201,0,0,40,0,302,0,509,4982,0,0,0,0,0,0,0,11,0,0,405,84,1507,285,445,6541,3005,3,0,1073,0,71,0,6810,777,103,143,2837,0,439,0,9766,0,0,178,88,0,3659,507,27727,2965,4288,0,0,92,0,942,2777,0,45,472,149,1368,0,2073,2637,82,0,0,2886,284,2551,34,0,85,198,86,32769,0,0,88,0,0,155,0,0,0,1161,0,2308,0,0,0,16479,342,0,3027,4354,2257,17009
104,0,0,0,0,3229,3577,0,10095,711,0,0,2870,0,0,0,0,962,0,1392,0,0,43,0,0,0,384,0,0,329,112,431,0,1241,513,1088,14749,1596,45,2122,727,0,1053,0,7337,481,0,43,480,732,0,4201,5134,72,3069,2392,493,0,1007,930,41269,4952,497,0,0,204,0,186,20907,0,663,642,43,88,0,8420,2602,0,0,0,1245,0,0,40,0,0,293,102,25417,0,0,1736,0,14,190,0,0,0,1765,0,4721,0,0,0,5388,120,0,2636,4682,924,22247
105,0,0,0,0,0,2186,0,7127,0,329,30,13416,119,0,17,4022,1634,245,236,11029,259,0,0,0,1178,0,0,22,31,0,216,0,3228,580,500,1145,886,286,2259,371,16,584,0,8932,100,32,478,122,50,850,1775,2393,75,9747,3804,186,29,1655,1098,1507,556,175,0,183,222,299,651,846,29,66,879,179,0,0,5243,590,108,0,0,0,115,300,66,0,116,45,0,4223,37,0,646,0,8,370,0,34,0,1806,21,932,0,0,170,2453,706,461,1204,714,596,44620
106,0,0,455,0,0,209,0,1413,6087,191,0,1375,0,0,1227,0,596,223,827,3607,90,0,0,0,0,143,100,0,25,4324,915,40,197,45,54,3233,304,624,0,0,0,5853,377,370,343,72,902,694,614,0,0,286,147,298,9758,341,0,3641,2109,18049,789,57,0,0,1407,0,13,743,205,2415,787,0,106,81,5674,2113,26,0,0,305,7008,77,615,0,103,0,2469,14579,0,0,4045,0,19,5186,242,0,0,122,0,559,0,0,1228,3369,981,245,780,704,581,12634
107,0,0,0,86,1439,6573,0,1651,0,157,0,1577,0,0,31,0,529,0,0,0,0,25,0,0,0,0,0,920,0,270,0,0,48,0,0,17721,67,1206,12,0,102,608,5,33,19927,0,0,11,0,31,0,236,0,98,92,0,0,3112,85,5828,112,76,0,0,0,0,19,1522,0,141,3792,0,310,1084,0,15661,1,423,0,0,0,0,788,0,316,143,10,14980,7,0,2,0,0,38,0,0,37,1643,0,0,42,0,0,0,0,0,0,350,58,0
108,336,8,0,0,0,0,0,1079,286,57,75,2000,0,0,717,0,3870,0,3673,21292,0,0,0,0,2780,7271,20,1186,29,0,6468,3203,3009,495,600,727,202,14388,329,0,0,13068,0,530,2166,0,1531,39,578,206,592,6969,22,315,562,6729,20,1244,549,2461,725,81,1451,0,86,1262,183,104,0,477,37181,0,51,0,412,240,5,58,0,0,0,6539,444,0,1586,0,71,1651,0,0,582,0,0,451,0,0,568,13141,0,6525,0,0,1848,388,21577,2062,0,233,2425,6493
109,0,0,0,0,366,0,0,400,755,38,0,154,0,0,597,1589,1215,78,740,11927,0,0,0,0,204,5424,409,63,22,0,7370,140,279,445,180,155,294,3520,100,93,0,6196,0,1758,151,454,431,541,317,1259,0,190,0,0,8625,50,1275,294,2943,5619,7246,250,936,0,8184,0,144,2045,0,925,1502,57,0,0,7351,159,0,404,0,0,0,0,105,19,308,301,255,893,30,0,13947,0,0,21534,0,0,0,1407,0,267,149,0,0,3047,1977,466,94,283,33,14156
110,0,0,832,78,0,47,0,1052,0,0,0,366,0,0,95,237,324,41,67,0,0,0,0,0,5,0,0,47,14,2776,0,0,2,33,8,16590,91,437,36,137,0,259,0,284,3172,0,16,0,244,0,14,25,0,98,2446,0,0,717,113,53580,535,5,0,0,0,0,0,9582,105,0,83,273,131,171,309,8043,0,98,25,0,0,0,673,28,8,284,0,60783,37,0,1249,0,0,2164,0,0,0,205,0,60,379,0,0,652,198,328,0,1049,0,67
